Date;Location;Field_Of_Study;Value
2023/2024;Nova Scotia;Physical and life sciences and technologies;20826
2006/2007;Nova Scotia;Mathematics, computer and information sciences;14496
2007/2008;Nova Scotia;Mathematics, computer and information sciences;13966
2008/2009;Nova Scotia;Mathematics, computer and information sciences;13630
2009/2010;Nova Scotia;Mathematics, computer and information sciences;13274
2010/2011;Nova Scotia;Mathematics, computer and information sciences;13274
2011/2012;Nova Scotia;Mathematics, computer and information sciences;13868
2012/2013;Nova Scotia;Mathematics, computer and information sciences;15086
2013/2014;Nova Scotia;Mathematics, computer and information sciences;15542
2014/2015;Nova Scotia;Mathematics, computer and information sciences;16014
2015/2016;Nova Scotia;Mathematics, computer and information sciences;16467
2016/2017;Nova Scotia;Mathematics, computer and information sciences;16831
2017/2018;Nova Scotia;Mathematics, computer and information sciences;18282
2018/2019;Nova Scotia;Mathematics, computer and information sciences;19615
2019/2020;Nova Scotia;Mathematics, computer and information sciences;20374
2020/2021;Nova Scotia;Mathematics, computer and information sciences;21948
2021/2022;Nova Scotia;Mathematics, computer and information sciences;22163
2022/2023;Nova Scotia;Mathematics, computer and information sciences;21310
2023/2024;Nova Scotia;Mathematics, computer and information sciences;22376
2006/2007;Nova Scotia;Engineering;13868
2007/2008;Nova Scotia;Engineering;14678
2008/2009;Nova Scotia;Engineering;14514
2009/2010;Nova Scotia;Engineering;14514
2010/2011;Nova Scotia;Engineering;14514
2011/2012;Nova Scotia;Engineering;15204
2012/2013;Nova Scotia;Engineering;15660
2013/2014;Nova Scotia;Engineering;16131
2014/2015;Nova Scotia;Engineering;16614
2015/2016;Nova Scotia;Engineering;17115
2016/2017;Nova Scotia;Engineering;17628
2017/2018;Nova Scotia;Engineering;18159
2018/2019;Nova Scotia;Engineering;18702
2019/2020;Nova Scotia;Engineering;20000
2020/2021;Nova Scotia;Engineering;21336
2021/2022;Nova Scotia;Engineering;22710
2022/2023;Nova Scotia;Engineering;22467
2023/2024;Nova Scotia;Engineering;23731
2006/2007;Nova Scotia;Architecture;15792
2007/2008;Nova Scotia;Architecture;14678
2008/2009;Nova Scotia;Architecture;14514
2009/2010;Nova Scotia;Architecture;14514
2010/2011;Nova Scotia;Architecture;14514
2011/2012;Nova Scotia;Architecture;15204
2012/2013;Nova Scotia;Architecture;15660
2013/2014;Nova Scotia;Architecture;16131
2014/2015;Nova Scotia;Architecture;16614
2015/2016;Nova Scotia;Architecture;17121
2016/2017;Nova Scotia;Architecture;17628
2017/2018;Nova Scotia;Architecture;18159
2018/2019;Nova Scotia;Architecture;18708
2019/2020;Nova Scotia;Architecture;20000
2020/2021;Nova Scotia;Architecture;21342
2021/2022;Nova Scotia;Architecture;22716
2022/2023;Nova Scotia;Architecture;22467
2023/2024;Nova Scotia;Architecture;23731
2006/2007;Nova Scotia;Agriculture, natural resources and conservation;9810
2007/2008;Nova Scotia;Agriculture, natural resources and conservation;13704
2008/2009;Nova Scotia;Agriculture, natural resources and conservation;9810
2010/2011;Nova Scotia;Agriculture, natural resources and conservation;9810
2012/2013;Nova Scotia;Agriculture, natural resources and conservation;15660
2013/2014;Nova Scotia;Agriculture, natural resources and conservation;16131
2014/2015;Nova Scotia;Agriculture, natural resources and conservation;16614
2015/2016;Nova Scotia;Agriculture, natural resources and conservation;17115
2016/2017;Nova Scotia;Agriculture, natural resources and conservation;17628
2017/2018;Nova Scotia;Agriculture, natural resources and conservation;18159
2018/2019;Nova Scotia;Agriculture, natural resources and conservation;18702
2019/2020;Nova Scotia;Agriculture, natural resources and conservation;20000
2020/2021;Nova Scotia;Agriculture, natural resources and conservation;21336
2021/2022;Nova Scotia;Agriculture, natural resources and conservation;22710
2022/2023;Nova Scotia;Agriculture, natural resources and conservation;22467
2023/2024;Nova Scotia;Agriculture, natural resources and conservation;23731
2014/2015;Nova Scotia;Dentistry;27020
2015/2016;Nova Scotia;Dentistry;27834
2016/2017;Nova Scotia;Dentistry;28668
2018/2019;Nova Scotia;Dentistry;30414
2019/2020;Nova Scotia;Dentistry;32063
2020/2021;Nova Scotia;Dentistry;33762
2022/2023;Nova Scotia;Dentistry;35655
2023/2024;Nova Scotia;Dentistry;37315
2007/2008;Nova Scotia;Medicine;14817
2012/2013;Nova Scotia;Nursing;16302
2013/2014;Nova Scotia;Nursing;16794
2014/2015;Nova Scotia;Nursing;17298
2015/2016;Nova Scotia;Nursing;17820
2016/2017;Nova Scotia;Nursing;18354
2017/2018;Nova Scotia;Nursing;18906
2018/2019;Nova Scotia;Nursing;19473
2019/2020;Nova Scotia;Nursing;20792
2020/2021;Nova Scotia;Nursing;22152
2021/2022;Nova Scotia;Nursing;23550
2022/2023;Nova Scotia;Nursing;23337
2023/2024;Nova Scotia;Nursing;24627
2013/2014;Nova Scotia;Pharmacy;18156
2019/2020;Nova Scotia;Pharmacy;22421
2020/2021;Nova Scotia;Pharmacy;23829
2021/2022;Nova Scotia;Pharmacy;25278
2006/2007;Nova Scotia;Other health, parks, recreation and fitness;13704
2007/2008;Nova Scotia;Other health, parks, recreation and fitness;14514
2008/2009;Nova Scotia;Other health, parks, recreation and fitness;20277
2009/2010;Nova Scotia;Other health, parks, recreation and fitness;20277
2010/2011;Nova Scotia;Other health, parks, recreation and fitness;20016
2011/2012;Nova Scotia;Other health, parks, recreation and fitness;20748
2012/2013;Nova Scotia;Other health, parks, recreation and fitness;20979
2013/2014;Nova Scotia;Other health, parks, recreation and fitness;20827
2014/2015;Nova Scotia;Other health, parks, recreation and fitness;20945
2015/2016;Nova Scotia;Other health, parks, recreation and fitness;21720
2016/2017;Nova Scotia;Other health, parks, recreation and fitness;20641
2017/2018;Nova Scotia;Other health, parks, recreation and fitness;21138
2018/2019;Nova Scotia;Other health, parks, recreation and fitness;22519
2019/2020;Nova Scotia;Other health, parks, recreation and fitness;24341
2020/2021;Nova Scotia;Other health, parks, recreation and fitness;25806
2021/2022;Nova Scotia;Other health, parks, recreation and fitness;27315
2022/2023;Nova Scotia;Other health, parks, recreation and fitness;27123
2023/2024;Nova Scotia;Other health, parks, recreation and fitness;28620
2006/2007;New Brunswick;Total, field of study;8841
2007/2008;New Brunswick;Total, field of study;9172
2008/2009;New Brunswick;Total, field of study;8960
2009/2010;New Brunswick;Total, field of study;8978
2010/2011;New Brunswick;Total, field of study;8965
2011/2012;New Brunswick;Total, field of study;9201
2012/2013;New Brunswick;Total, field of study;9574
2013/2014;New Brunswick;Total, field of study;9994
2014/2015;New Brunswick;Total, field of study;10368
2015/2016;New Brunswick;Total, field of study;10432
2016/2017;New Brunswick;Total, field of study;10975
2017/2018;New Brunswick;Total, field of study;11245
2018/2019;New Brunswick;Total, field of study;11642
2019/2020;New Brunswick;Total, field of study;12002
2020/2021;New Brunswick;Total, field of study;12654
2021/2022;New Brunswick;Total, field of study;12935
2022/2023;New Brunswick;Total, field of study;13129
2023/2024;New Brunswick;Total, field of study;13654
2006/2007;New Brunswick;Education;8735
2007/2008;New Brunswick;Education;9450
2008/2009;New Brunswick;Education;8728
2009/2010;New Brunswick;Education;8150
2010/2011;New Brunswick;Education;7863
2011/2012;New Brunswick;Education;8126
2012/2013;New Brunswick;Education;8672
2013/2014;New Brunswick;Education;9857
2014/2015;New Brunswick;Education;10180
2015/2016;New Brunswick;Education;10247
2016/2017;New Brunswick;Education;10645
2017/2018;New Brunswick;Education;10628
2018/2019;New Brunswick;Education;11125
2019/2020;New Brunswick;Education;11582
2020/2021;New Brunswick;Education;12391
2021/2022;New Brunswick;Education;12913
2022/2023;New Brunswick;Education;13421
2023/2024;New Brunswick;Education;13976
2006/2007;New Brunswick;Humanities;8463
2007/2008;New Brunswick;Humanities;8368
2008/2009;New Brunswick;Humanities;8780
2009/2010;New Brunswick;Humanities;8446
2010/2011;New Brunswick;Humanities;8519
2011/2012;New Brunswick;Humanities;8793
2012/2013;New Brunswick;Humanities;9170
2013/2014;New Brunswick;Humanities;10026
2014/2015;New Brunswick;Humanities;9998
2015/2016;New Brunswick;Humanities;10063
2016/2017;New Brunswick;Humanities;10339
2017/2018;New Brunswick;Humanities;10319
2018/2019;New Brunswick;Humanities;10374
2019/2020;New Brunswick;Humanities;11517
2020/2021;New Brunswick;Humanities;12109
2021/2022;New Brunswick;Humanities;12847
2022/2023;New Brunswick;Humanities;13220
2023/2024;New Brunswick;Humanities;13650
2006/2007;New Brunswick;Social and behavioural sciences, and legal studies;8927
2007/2008;New Brunswick;Social and behavioural sciences, and legal studies;9450
2008/2009;New Brunswick;Social and behavioural sciences, and legal studies;8516
2009/2010;New Brunswick;Social and behavioural sciences, and legal studies;8178
2010/2011;New Brunswick;Social and behavioural sciences, and legal studies;8560
2011/2012;New Brunswick;Social and behavioural sciences, and legal studies;8789
2012/2013;New Brunswick;Social and behavioural sciences, and legal studies;9634
2013/2014;New Brunswick;Social and behavioural sciences, and legal studies;10204
2014/2015;New Brunswick;Social and behavioural sciences, and legal studies;10541
2015/2016;New Brunswick;Social and behavioural sciences, and legal studies;10677
2016/2017;New Brunswick;Social and behavioural sciences, and legal studies;11412
2017/2018;New Brunswick;Social and behavioural sciences, and legal studies;11778
2018/2019;New Brunswick;Social and behavioural sciences, and legal studies;12060
2019/2020;New Brunswick;Social and behavioural sciences, and legal studies;12232
2020/2021;New Brunswick;Social and behavioural sciences, and legal studies;12594
2021/2022;New Brunswick;Social and behavioural sciences, and legal studies;13071
2022/2023;New Brunswick;Social and behavioural sciences, and legal studies;13607
2023/2024;New Brunswick;Social and behavioural sciences, and legal studies;14186
2008/2009;New Brunswick;Law;5558
2009/2010;New Brunswick;Law;5558
2010/2011;New Brunswick;Law;5706
2011/2012;New Brunswick;Law;5928
2012/2013;New Brunswick;Law;6129
2015/2016;New Brunswick;Law;7017
2017/2018;New Brunswick;Law;7293
2019/2020;New Brunswick;Law;8043
2020/2021;New Brunswick;Law;8688
2021/2022;New Brunswick;Law;9375
2022/2023;New Brunswick;Law;9555
2023/2024;New Brunswick;Law;9750
2006/2007;New Brunswick;Business, management and public administration;7293
2007/2008;New Brunswick;Business, management and public administration;8998
2008/2009;New Brunswick;Business, management and public administration;8992
2009/2010;New Brunswick;Business, management and public administration;8961
2010/2011;New Brunswick;Business, management and public administration;9152
2011/2012;New Brunswick;Business, management and public administration;9358
2012/2013;New Brunswick;Business, management and public administration;9046
2013/2014;New Brunswick;Business, management and public administration;9522
2014/2015;New Brunswick;Business, management and public administration;10164
2015/2016;New Brunswick;Business, management and public administration;10142
2016/2017;New Brunswick;Business, management and public administration;9032
2017/2018;New Brunswick;Business, management and public administration;9154
2018/2019;New Brunswick;Business, management and public administration;12670
2019/2020;New Brunswick;Business, management and public administration;14717
2020/2021;New Brunswick;Business, management and public administration;17128
2021/2022;New Brunswick;Business, management and public administration;13863
2022/2023;New Brunswick;Business, management and public administration;10383
2023/2024;New Brunswick;Business, management and public administration;10598
2007/2008;New Brunswick;Regular MBA;7409
2008/2009;New Brunswick;Regular MBA;7409
2009/2010;New Brunswick;Regular MBA;7409
2010/2011;New Brunswick;Regular MBA;7560
2011/2012;New Brunswick;Regular MBA;9269
2012/2013;New Brunswick;Regular MBA;9826
2013/2014;New Brunswick;Regular MBA;10077
2014/2015;New Brunswick;Regular MBA;10417
2015/2016;New Brunswick;Regular MBA;10453
2016/2017;New Brunswick;Regular MBA;11133
2017/2018;New Brunswick;Regular MBA;11358
2018/2019;New Brunswick;Regular MBA;11596
2019/2020;New Brunswick;Regular MBA;12139
2020/2021;New Brunswick;Regular MBA;12511
2021/2022;New Brunswick;Regular MBA;13025
2022/2023;New Brunswick;Regular MBA;15107
2023/2024;New Brunswick;Regular MBA;15740
2006/2007;New Brunswick;Physical and life sciences and technologies;8759
2007/2008;New Brunswick;Physical and life sciences and technologies;8803
2008/2009;New Brunswick;Physical and life sciences and technologies;9082
2009/2010;New Brunswick;Physical and life sciences and technologies;8965
2010/2011;New Brunswick;Physical and life sciences and technologies;8998
2011/2012;New Brunswick;Physical and life sciences and technologies;9385
2012/2013;New Brunswick;Physical and life sciences and technologies;9719
2013/2014;New Brunswick;Physical and life sciences and technologies;10125
2014/2015;New Brunswick;Physical and life sciences and technologies;10221
2015/2016;New Brunswick;Physical and life sciences and technologies;10224
2016/2017;New Brunswick;Physical and life sciences and technologies;10841
2017/2018;New Brunswick;Physical and life sciences and technologies;10889
2018/2019;New Brunswick;Physical and life sciences and technologies;10901
2019/2020;New Brunswick;Physical and life sciences and technologies;11375
2020/2021;New Brunswick;Physical and life sciences and technologies;11794
2021/2022;New Brunswick;Physical and life sciences and technologies;12356
2022/2023;New Brunswick;Physical and life sciences and technologies;13033
2023/2024;New Brunswick;Physical and life sciences and technologies;13484
2006/2007;New Brunswick;Mathematics, computer and information sciences;9337
2007/2008;New Brunswick;Mathematics, computer and information sciences;9414
2008/2009;New Brunswick;Mathematics, computer and information sciences;9403
2009/2010;New Brunswick;Mathematics, computer and information sciences;9425
2010/2011;New Brunswick;Mathematics, computer and information sciences;9069
2011/2012;New Brunswick;Mathematics, computer and information sciences;9271
2012/2013;New Brunswick;Mathematics, computer and information sciences;9678
2013/2014;New Brunswick;Mathematics, computer and information sciences;10004
2014/2015;New Brunswick;Mathematics, computer and information sciences;10466
2015/2016;New Brunswick;Mathematics, computer and information sciences;10573
2016/2017;New Brunswick;Mathematics, computer and information sciences;11223
2017/2018;New Brunswick;Mathematics, computer and information sciences;11552
2018/2019;New Brunswick;Mathematics, computer and information sciences;11749
2019/2020;New Brunswick;Mathematics, computer and information sciences;11948
2020/2021;New Brunswick;Mathematics, computer and information sciences;12444
2021/2022;New Brunswick;Mathematics, computer and information sciences;12909
2022/2023;New Brunswick;Mathematics, computer and information sciences;13347
2023/2024;New Brunswick;Mathematics, computer and information sciences;13923
2006/2007;New Brunswick;Engineering;9289
2007/2008;New Brunswick;Engineering;9337
2008/2009;New Brunswick;Engineering;9225
2009/2010;New Brunswick;Engineering;9216
2010/2011;New Brunswick;Engineering;9193
2011/2012;New Brunswick;Engineering;9395
2012/2013;New Brunswick;Engineering;9877
2013/2014;New Brunswick;Engineering;10185
2014/2015;New Brunswick;Engineering;10602
2015/2016;New Brunswick;Engineering;10731
2016/2017;New Brunswick;Engineering;11290
2017/2018;New Brunswick;Engineering;11856
2018/2019;New Brunswick;Engineering;12144
2019/2020;New Brunswick;Engineering;12435
2020/2021;New Brunswick;Engineering;12735
2021/2022;New Brunswick;Engineering;13116
2022/2023;New Brunswick;Engineering;13707
2023/2024;New Brunswick;Engineering;14325
2006/2007;New Brunswick;Agriculture, natural resources and conservation;6860
2007/2008;New Brunswick;Agriculture, natural resources and conservation;7119
2008/2009;New Brunswick;Agriculture, natural resources and conservation;7119
2009/2010;New Brunswick;Agriculture, natural resources and conservation;7119
2010/2011;New Brunswick;Agriculture, natural resources and conservation;6381
2011/2012;New Brunswick;Agriculture, natural resources and conservation;6630
2012/2013;New Brunswick;Agriculture, natural resources and conservation;6856
2013/2014;New Brunswick;Agriculture, natural resources and conservation;7626
2014/2015;New Brunswick;Agriculture, natural resources and conservation;7852
2015/2016;New Brunswick;Agriculture, natural resources and conservation;7852
2016/2017;New Brunswick;Agriculture, natural resources and conservation;8012
2017/2018;New Brunswick;Agriculture, natural resources and conservation;8171
2018/2019;New Brunswick;Agriculture, natural resources and conservation;8340
2019/2020;New Brunswick;Agriculture, natural resources and conservation;11804
2020/2021;New Brunswick;Agriculture, natural resources and conservation;12316
2021/2022;New Brunswick;Agriculture, natural resources and conservation;12615
2022/2023;New Brunswick;Agriculture, natural resources and conservation;13154
2023/2024;New Brunswick;Agriculture, natural resources and conservation;13698
2022/2023;New Brunswick;Nursing;13707
2023/2024;New Brunswick;Nursing;14325
2006/2007;New Brunswick;Other health, parks, recreation and fitness;9384
2007/2008;New Brunswick;Other health, parks, recreation and fitness;9450
2008/2009;New Brunswick;Other health, parks, recreation and fitness;9450
2009/2010;New Brunswick;Other health, parks, recreation and fitness;9450
2010/2011;New Brunswick;Other health, parks, recreation and fitness;9450
2011/2012;New Brunswick;Other health, parks, recreation and fitness;9648
2012/2013;New Brunswick;Other health, parks, recreation and fitness;9996
2013/2014;New Brunswick;Other health, parks, recreation and fitness;10296
2014/2015;New Brunswick;Other health, parks, recreation and fitness;10602
2015/2016;New Brunswick;Other health, parks, recreation and fitness;10731
2016/2017;New Brunswick;Other health, parks, recreation and fitness;11481
2017/2018;New Brunswick;Other health, parks, recreation and fitness;11856
2018/2019;New Brunswick;Other health, parks, recreation and fitness;12144
2019/2020;New Brunswick;Other health, parks, recreation and fitness;12435
2020/2021;New Brunswick;Other health, parks, recreation and fitness;11800
2021/2022;New Brunswick;Other health, parks, recreation and fitness;12432
2022/2023;New Brunswick;Other health, parks, recreation and fitness;13423
2023/2024;New Brunswick;Other health, parks, recreation and fitness;14004
2006/2007;Quebec;Total, field of study;10043
2007/2008;Quebec;Total, field of study;10957
2008/2009;Quebec;Total, field of study;11346
2009/2010;Quebec;Total, field of study;12801
2010/2011;Quebec;Total, field of study;14623
2011/2012;Quebec;Total, field of study;14276
2012/2013;Quebec;Total, field of study;14322
2013/2014;Quebec;Total, field of study;13760
2014/2015;Quebec;Total, field of study;14051
2015/2016;Quebec;Total, field of study;14330
2016/2017;Quebec;Total, field of study;14555
2017/2018;Quebec;Total, field of study;14956
2018/2019;Quebec;Total, field of study;15324
2019/2020;Quebec;Total, field of study;16466
2020/2021;Quebec;Total, field of study;17710
2021/2022;Quebec;Total, field of study;18613
2022/2023;Quebec;Total, field of study;19294
2023/2024;Quebec;Total, field of study;20034
2006/2007;Quebec;Education;9951
2007/2008;Quebec;Education;10881
2008/2009;Quebec;Education;11206
2009/2010;Quebec;Education;12640
2010/2011;Quebec;Education;13994
2011/2012;Quebec;Education;14053
2012/2013;Quebec;Education;14083
2013/2014;Quebec;Education;13806
2014/2015;Quebec;Education;14172
2015/2016;Quebec;Education;14338
2016/2017;Quebec;Education;14501
2017/2018;Quebec;Education;14881
2018/2019;Quebec;Education;15396
2019/2020;Quebec;Education;16461
2020/2021;Quebec;Education;18367
2021/2022;Quebec;Education;18962
2022/2023;Quebec;Education;19745
2023/2024;Quebec;Education;20561
2006/2007;Quebec;Visual and performing arts, and communications technologies;9935
2007/2008;Quebec;Visual and performing arts, and communications technologies;11044
2008/2009;Quebec;Visual and performing arts, and communications technologies;11024
2009/2010;Quebec;Visual and performing arts, and communications technologies;12585
2010/2011;Quebec;Visual and performing arts, and communications technologies;14040
2011/2012;Quebec;Visual and performing arts, and communications technologies;14142
2012/2013;Quebec;Visual and performing arts, and communications technologies;14154
2013/2014;Quebec;Visual and performing arts, and communications technologies;13590
2014/2015;Quebec;Visual and performing arts, and communications technologies;14014
2015/2016;Quebec;Visual and performing arts, and communications technologies;14298
2016/2017;Quebec;Visual and performing arts, and communications technologies;14391
2017/2018;Quebec;Visual and performing arts, and communications technologies;14964
2018/2019;Quebec;Visual and performing arts, and communications technologies;15240
2019/2020;Quebec;Visual and performing arts, and communications technologies;16290
2020/2021;Quebec;Visual and performing arts, and communications technologies;17476
2021/2022;Quebec;Visual and performing arts, and communications technologies;18272
2022/2023;Quebec;Visual and performing arts, and communications technologies;18965
2023/2024;Quebec;Visual and performing arts, and communications technologies;19725
2006/2007;Quebec;Humanities;9936
2007/2008;Quebec;Humanities;10938
2008/2009;Quebec;Humanities;11272
2009/2010;Quebec;Humanities;12380
2010/2011;Quebec;Humanities;13908
2011/2012;Quebec;Humanities;14009
2012/2013;Quebec;Humanities;14068
2013/2014;Quebec;Humanities;13813
2014/2015;Quebec;Humanities;14258
2015/2016;Quebec;Humanities;14627
2016/2017;Quebec;Humanities;14793
2017/2018;Quebec;Humanities;15208
2018/2019;Quebec;Humanities;15547
2019/2020;Quebec;Humanities;16971
2020/2021;Quebec;Humanities;17788
2021/2022;Quebec;Humanities;18529
2022/2023;Quebec;Humanities;19166
2023/2024;Quebec;Humanities;19982
2006/2007;Quebec;Social and behavioural sciences, and legal studies;9837
2007/2008;Quebec;Social and behavioural sciences, and legal studies;10813
2008/2009;Quebec;Social and behavioural sciences, and legal studies;11456
2009/2010;Quebec;Social and behavioural sciences, and legal studies;12685
2010/2011;Quebec;Social and behavioural sciences, and legal studies;13958
2011/2012;Quebec;Social and behavioural sciences, and legal studies;13969
2012/2013;Quebec;Social and behavioural sciences, and legal studies;13973
2013/2014;Quebec;Social and behavioural sciences, and legal studies;13920
2014/2015;Quebec;Social and behavioural sciences, and legal studies;14266
2015/2016;Quebec;Social and behavioural sciences, and legal studies;14589
2016/2017;Quebec;Social and behavioural sciences, and legal studies;14800
2017/2018;Quebec;Social and behavioural sciences, and legal studies;15164
2018/2019;Quebec;Social and behavioural sciences, and legal studies;15558
2019/2020;Quebec;Social and behavioural sciences, and legal studies;16480
2020/2021;Quebec;Social and behavioural sciences, and legal studies;17650
2021/2022;Quebec;Social and behavioural sciences, and legal studies;18401
2022/2023;Quebec;Social and behavioural sciences, and legal studies;19099
2023/2024;Quebec;Social and behavioural sciences, and legal studies;19891
2006/2007;Quebec;Law;9904
2007/2008;Quebec;Law;11055
2008/2009;Quebec;Law;11856
2009/2010;Quebec;Law;12756
2010/2011;Quebec;Law;13719
2011/2012;Quebec;Law;13819
2012/2013;Quebec;Law;13819
2013/2014;Quebec;Law;14187
2014/2015;Quebec;Law;14557
2015/2016;Quebec;Law;14903
2016/2017;Quebec;Law;15127
2017/2018;Quebec;Law;15535
2018/2019;Quebec;Law;15955
2019/2020;Quebec;Law;16606
2020/2021;Quebec;Law;17893
2021/2022;Quebec;Law;18666
2022/2023;Quebec;Law;19163
2023/2024;Quebec;Law;20015
2006/2007;Quebec;Business, management and public administration;11009
2007/2008;Quebec;Business, management and public administration;12283
2008/2009;Quebec;Business, management and public administration;12408
2009/2010;Quebec;Business, management and public administration;13879
2010/2011;Quebec;Business, management and public administration;19249
2011/2012;Quebec;Business, management and public administration;14840
2012/2013;Quebec;Business, management and public administration;14780
2013/2014;Quebec;Business, management and public administration;14605
2014/2015;Quebec;Business, management and public administration;14756
2015/2016;Quebec;Business, management and public administration;15354
2016/2017;Quebec;Business, management and public administration;15720
2017/2018;Quebec;Business, management and public administration;16029
2018/2019;Quebec;Business, management and public administration;16204
2019/2020;Quebec;Business, management and public administration;16822
2020/2021;Quebec;Business, management and public administration;17849
2021/2022;Quebec;Business, management and public administration;19097
2022/2023;Quebec;Business, management and public administration;19470
2023/2024;Quebec;Business, management and public administration;20124
2007/2008;Quebec;Executive MBA;10415
2008/2009;Quebec;Executive MBA;11283
2009/2010;Quebec;Executive MBA;14180
2010/2011;Quebec;Executive MBA;17212
2011/2012;Quebec;Executive MBA;16048
2012/2013;Quebec;Executive MBA;16006
2013/2014;Quebec;Executive MBA;16444
2014/2015;Quebec;Executive MBA;17260
2015/2016;Quebec;Executive MBA;18370
2016/2017;Quebec;Executive MBA;18695
2017/2018;Quebec;Executive MBA;18619
2018/2019;Quebec;Executive MBA;17993
2019/2020;Quebec;Executive MBA;37500
2020/2021;Quebec;Executive MBA;37500
2021/2022;Quebec;Executive MBA;37500
2022/2023;Quebec;Executive MBA;23604
2023/2024;Quebec;Executive MBA;24101
2007/2008;Quebec;Regular MBA;11613
2008/2009;Quebec;Regular MBA;15585
2009/2010;Quebec;Regular MBA;16592
2010/2011;Quebec;Regular MBA;17784
2011/2012;Quebec;Regular MBA;15281
2012/2013;Quebec;Regular MBA;19833
2013/2014;Quebec;Regular MBA;14942
2014/2015;Quebec;Regular MBA;17949
2015/2016;Quebec;Regular MBA;16283
2016/2017;Quebec;Regular MBA;16745
2017/2018;Quebec;Regular MBA;20098
2018/2019;Quebec;Regular MBA;22474
2019/2020;Quebec;Regular MBA;22787
2020/2021;Quebec;Regular MBA;23798
2021/2022;Quebec;Regular MBA;23455
2022/2023;Quebec;Regular MBA;22231
2023/2024;Quebec;Regular MBA;22931
2006/2007;Quebec;Physical and life sciences and technologies;9510
2007/2008;Quebec;Physical and life sciences and technologies;10446
2008/2009;Quebec;Physical and life sciences and technologies;11819
2009/2010;Quebec;Physical and life sciences and technologies;12802
2010/2011;Quebec;Physical and life sciences and technologies;14229
2011/2012;Quebec;Physical and life sciences and technologies;14030
2012/2013;Quebec;Physical and life sciences and technologies;14044
2013/2014;Quebec;Physical and life sciences and technologies;14092
2014/2015;Quebec;Physical and life sciences and technologies;14498
2015/2016;Quebec;Physical and life sciences and technologies;14845
2016/2017;Quebec;Physical and life sciences and technologies;15064
2017/2018;Quebec;Physical and life sciences and technologies;15471
2018/2019;Quebec;Physical and life sciences and technologies;15911
2019/2020;Quebec;Physical and life sciences and technologies;16678
2020/2021;Quebec;Physical and life sciences and technologies;18109
2021/2022;Quebec;Physical and life sciences and technologies;18878
2022/2023;Quebec;Physical and life sciences and technologies;19604
2023/2024;Quebec;Physical and life sciences and technologies;20322
2006/2007;Quebec;Mathematics, computer and information sciences;10033
2007/2008;Quebec;Mathematics, computer and information sciences;10935
2008/2009;Quebec;Mathematics, computer and information sciences;9974
2009/2010;Quebec;Mathematics, computer and information sciences;12412
2010/2011;Quebec;Mathematics, computer and information sciences;14353
2011/2012;Quebec;Mathematics, computer and information sciences;14467
2012/2013;Quebec;Mathematics, computer and information sciences;14547
2013/2014;Quebec;Mathematics, computer and information sciences;12828
2014/2015;Quebec;Mathematics, computer and information sciences;13013
2015/2016;Quebec;Mathematics, computer and information sciences;13381
2016/2017;Quebec;Mathematics, computer and information sciences;13602
2017/2018;Quebec;Mathematics, computer and information sciences;13947
2018/2019;Quebec;Mathematics, computer and information sciences;14282
2019/2020;Quebec;Mathematics, computer and information sciences;16075
2020/2021;Quebec;Mathematics, computer and information sciences;17212
2021/2022;Quebec;Mathematics, computer and information sciences;18269
2022/2023;Quebec;Mathematics, computer and information sciences;18847
2023/2024;Quebec;Mathematics, computer and information sciences;19540
2006/2007;Quebec;Engineering;10177
2007/2008;Quebec;Engineering;10699
2008/2009;Quebec;Engineering;10393
2009/2010;Quebec;Engineering;12772
2010/2011;Quebec;Engineering;14567
2011/2012;Quebec;Engineering;14683
2012/2013;Quebec;Engineering;14699
2013/2014;Quebec;Engineering;13410
2014/2015;Quebec;Engineering;13645
2015/2016;Quebec;Engineering;13786
2016/2017;Quebec;Engineering;14029
2017/2018;Quebec;Engineering;14449
2018/2019;Quebec;Engineering;14787
2019/2020;Quebec;Engineering;16299
2020/2021;Quebec;Engineering;17509
2021/2022;Quebec;Engineering;18436
2022/2023;Quebec;Engineering;19208
2023/2024;Quebec;Engineering;19954
2006/2007;Quebec;Architecture;9903
2007/2008;Quebec;Architecture;11102
2008/2009;Quebec;Architecture;11811
2009/2010;Quebec;Architecture;12756
2010/2011;Quebec;Architecture;13719
2011/2012;Quebec;Architecture;13819
2012/2013;Quebec;Architecture;13819
2013/2014;Quebec;Architecture;14187
2014/2015;Quebec;Architecture;14558
2015/2016;Quebec;Architecture;14903
2016/2017;Quebec;Architecture;15127
2017/2018;Quebec;Architecture;15535
2018/2019;Quebec;Architecture;15955
2019/2020;Quebec;Architecture;16641
2020/2021;Quebec;Architecture;18123
2021/2022;Quebec;Architecture;18994
2022/2023;Quebec;Architecture;19576
2023/2024;Quebec;Architecture;20411
2006/2007;Quebec;Agriculture, natural resources and conservation;9911
2007/2008;Quebec;Agriculture, natural resources and conservation;10599
2008/2009;Quebec;Agriculture, natural resources and conservation;11503
2009/2010;Quebec;Agriculture, natural resources and conservation;12755
2010/2011;Quebec;Agriculture, natural resources and conservation;13719
2011/2012;Quebec;Agriculture, natural resources and conservation;13933
2012/2013;Quebec;Agriculture, natural resources and conservation;13867
2013/2014;Quebec;Agriculture, natural resources and conservation;14168
2014/2015;Quebec;Agriculture, natural resources and conservation;14566
2015/2016;Quebec;Agriculture, natural resources and conservation;14755
2016/2017;Quebec;Agriculture, natural resources and conservation;14963
